"Gene","K","l","Day","LeuLysMet","pH_day","A"
"AMMMMM",112.59828,11.57476,21,"MMM","19_0418",NA
"BMMPMM",108.17133,13.84582,21,"MPM","19_0418",NA
"APMPPM",110.50775,10.88722,21,"MPP","19_0418",NA
"APMMPM",110.65994,11.10972,21,"MMP","19_0418",NA
"BMPPMP",109.87394,11.60271,21,"PPM","19_0418",NA
"BPMPMP",109.18709,13.95554,21,"MPM","19_0418",NA
"BPMMMM",110.31387,12.24262,21,"MMM","19_0418",NA
"APMPPP",112.33849,9.88476,21,"MPP","19_0418",NA
"IPPPPP",112.3817,11.79622,21,"PrPrPr","19_0418",NA
"AMPMPM",113.10238,12.72784,21,"PMP","19_0418",NA
"AMMMMM",112.14908,13.00826,21,"MMM","19_0418",NA
"BMPMMM",116.3867,12.69915,21,"PMM","19_0418",NA
"AMPPPP",123.32886,11.62458,21,"PPP","19_0418",NA
"BMPPMP",121.56232,13.07685,21,"PPM","19_0418",NA
"BPPMPM",117.43014,11.96253,21,"PMP","19_0418",NA
"APMMMM",106.67819,13.91644,21,"MMM","19_0418",NA
"APMPMP",109.55572,14.07152,21,"MPM","19_0418",NA
"AMMPPM",116.51546,11.76993,21,"MPP","19_0418",NA
"BMMPMM",110.70979,13.94095,21,"MPM","19_0418",NA
"BPPMPP",116.52968,13.14994,21,"PMP","19_0418",NA
"AMPMPM",103.7369,16.34185,21,"PMP","19_0418",NA
"BPMMPM",100.55069,17.63904,21,"MMP","19_0418",NA
"AMPMMP",97.01652,18.46834,21,"PMM","19_0418",NA
"AMMPPP",117.19346,11.71791,21,"MPP","19_0418",NA
"APMPPM",112.76392,13.14563,21,"MPP","19_0418",NA
"BMPPMP",116.16668,10.71634,21,"PPM","19_0418",NA
"BMMMMM",109.34861,13.17929,21,"MMM","19_0418",NA
"APPMMM",114.88621,11.83173,21,"PMM","19_0418",NA
"IPPPPP",111.70121,9.82027,21,"PrPrPr","19_0418",NA
"BPMMMM",108.87885,11.65572,21,"MMM","19_0418",NA
"APPPMP",110.6456,12.38588,21,"PPM","19_0418",NA
"APMPPM",112.51034,11.45764,21,"MPP","19_0418",NA
"BMPPMP",114.01408,11.55584,21,"PPM","19_0418",NA
"BMPPMP",114.69556,10.95058,21,"PPM","19_0418",NA
"AMMMPM",114.84528,12.28514,21,"MMP","19_0418",NA
"AMPMPP",101.62207,18.79758,21,"PMP","19_0418",NA
"BPMMPM",116.50698,17.974,21,"MMP","19_0418",NA
"AMMPPP",123.23854,14.50385,21,"MPP","19_0418",NA
"APPPPM",117.62028,13.46205,21,"PPP","19_0418",NA
"APPPMM",116.65529,11.78166,21,"PPM","19_0418",NA
"APMPMP",112.63401,13.93199,21,"MPM","19_0418",NA
"BMMMMP",65.45883,20.01417,21,"MMM","19_0418",NA
"BMPMPP",90.50345,18.24733,21,"PMP","19_0418",NA
"BPMMPM",91.18417,17.78582,21,"MMP","19_0418",NA
"BMMMMM",116.78449,14.00326,21,"MMM","19_0418",NA
"APMMMM",118.01501,13.95797,21,"MMM","19_0418",NA
"BPPMMM",117.05323,13.66841,21,"PMM","19_0418",NA
"AMMPPM",117.05184,10.42937,21,"MPP","19_0418",NA
"BMMPMP",113.19967,12.36666,21,"MPM","19_0418",NA
"BMPMPP",115.52368,12.60333,21,"PMP","19_0418",NA
"AMMPPP",113.31347,12.62209,21,"MPP","19_0418",NA
"BPPPMP",114.06586,12.3894,21,"PPM","19_0418",NA
"APPMPM",114.67803,12.69731,21,"PMP","19_0418",NA
"BPPPMP",117.19241,10.47496,21,"PPM","19_0418",NA
"BMPPMP",113.00849,12.22778,21,"PPM","19_0418",NA
"AMPPMP",113.35411,12.43106,21,"PPM","19_0418",NA
"BPMPPM",114.44502,10.93218,21,"MPP","19_0418",NA
"AMMMPM",115.42701,12.00104,21,"MMP","19_0418",NA
"APPMPP",112.16155,14.69779,21,"PMP","19_0418",NA
"BPMMPM",117.07506,13.13826,21,"MMP","19_0418",NA
"AMMMMM",126.05042,13.50934,21,"MMM","19_0418",NA
"APPMPM",127.48471,14.06308,21,"PMP","19_0418",NA
"APPPPM",122.08767,12.16024,21,"PPP","19_0418",NA
"BMMMPP",118.62241,13.30894,21,"MMP","19_0418",NA
"BMMMMP",118.50421,13.03468,21,"MMM","19_0418",NA
"APMPMP",117.86167,11.70457,21,"MPM","19_0418",NA
"APMPPM",120.11037,11.19594,21,"MPP","19_0418",NA
"BMPPMM",121.26348,11.46324,21,"PPM","19_0418",NA
"BMPMMP",117.64408,14.21636,21,"PMM","19_0418",NA
"AMPMMM",85.8115,18.70691,21,"PMM","19_0418",NA
"BMPPMP",120.30718,10.89761,21,"PPM","19_0418",NA
"BPMMPP",91.24305,18.63368,21,"MMP","19_0418",NA
"AMMMPM",94.38556,18.02397,21,"MMP","19_0418",NA
"BPPPMM",117.91043,11.20533,21,"PPM","19_0418",NA
"IPPPPP",116.87252,11.7904,21,"PrPrPr","19_0418",NA
"AMMPPP",116.69695,8.92811,21,"MPP","19_0418",NA
"APMMMM",114.71157,13.03782,21,"MMM","19_0418",NA
"BPMMPM",116.50115,13.01253,21,"MMP","19_0418",NA
"BPPMPP",88.94584,17.78981,21,"PMP","19_0418",NA
"AMPPMP",117.08338,12.30293,21,"PPM","19_0418",NA
"APPPMP",115.346,12.2895,21,"PPM","19_0418",NA
"BPPMMP",116.34423,13.62095,21,"PMM","19_0418",NA
"APMPPP",117.91979,11.86353,21,"MPP","19_0418",NA
"AMMPPM",121.86304,9.97194,21,"MPP","19_0418",NA
"BMPPPM",130.82347,12.50232,21,"PPP","19_0418",NA
"BMPPMP",128.32581,11.7726,21,"PPM","19_0418",NA
"APPMPM",121.5006,13.48623,21,"PMP","19_0418",NA
"AMMMPM",66.2596,19.24693,21,"MMP","19_0418",NA
"BMMMMP",118.86875,12.99481,21,"MMM","19_0418",NA
"BPMPPM",120.19574,11.41164,21,"MPP","19_0418",NA
"BMPPPM",120.99263,11.76272,21,"PPP","19_0418",NA
"APPMMP",117.22907,13.66953,21,"PMM","19_0418",NA
"APMPMP",113.36893,13.91805,21,"MPM","19_0418",NA
"APMPPM",119.64528,12.23813,21,"MPP","19_0418",NA
"BMMPPP",118.88127,12.27483,21,"MPP","19_0418",NA
"AMPMPP",91.92518,18.71443,21,"PMP","19_0418",NA
"BPPMPM",119.84933,12.85366,21,"PMP","19_0418",NA
"BPPPMP",119.17418,10.71511,21,"PPM","19_0418",NA
"AMPPMM",117.1449,11.43736,21,"PPM","19_0418",NA
"BMMMMM",116.27806,12.25903,21,"MMM","19_0418",NA
"APMMMP",114.76692,11.50063,21,"MMM","19_0418",NA
"BPMPMP",111.35393,12.18876,21,"MPM","19_0418",NA
"BMMMPP",114.01918,14.04857,21,"MMP","19_0418",NA
"BPPPPM",118.34295,11.08522,21,"PPP","19_0418",NA
"BPPPMM",117.52338,11.47841,21,"PPM","19_0418",NA
"AMPMPM",117.90767,12.88042,21,"PMP","19_0418",NA
"APMPMP",115.72915,13.26145,21,"MPM","19_0418",NA
"AMMMMP",121.36942,14.43403,21,"MMM","19_0418",NA
"APPMPM",131.7836,13.33013,21,"PMP","19_0418",NA
"BMPMPP",125.17157,13.19828,21,"PMP","19_0418",NA
"BPPPPM",123.04078,11.52804,21,"PPP","19_0418",NA
"BPMPMM",113.35378,13.5902,21,"MPM","19_0418",NA
"BPMMPP",116.92574,13.29101,21,"MMP","19_0418",NA
"APMPMM",113.74002,12.73311,21,"MPM","19_0418",NA
"AMMPMP",107.52903,15.02952,21,"MPM","19_0418",NA
"AMPMPP",114.64602,13.30611,21,"PMP","19_0418",NA
"AMPMMM",112.97619,13.28722,21,"PMM","19_0418",NA
"AMPMPP",116.01271,14.30677,21,"PMP","19_0418",NA
"AMPMMP",118.10414,14.12895,21,"PMM","19_0418",NA
"BPPPMP",119.18018,12.33035,21,"PPM","19_0418",NA
"BPMMPM",117.86409,13.387,21,"MMP","19_0418",NA
"BMMPMM",113.04649,13.08841,21,"MPM","19_0418",NA
"AMMPPM",115.86186,11.96243,21,"MPP","19_0418",NA
"APMMPM",116.86035,11.92939,21,"MMP","19_0418",NA
"BPPPMP",116.5313,11.25729,21,"PPM","19_0418",NA
"BPMPMP",110.97371,11.38677,21,"MPM","19_0418",NA
"AMPPPM",118.03571,9.62956,21,"PPP","19_0418",NA
"APMPPP",117.53242,10.19308,21,"MPP","19_0418",NA
"AMMMMP",116.25176,12.83945,21,"MMM","19_0418",NA
"AMPMPM",120.09155,12.06658,21,"PMP","19_0418",NA
"BPPMMM",84.82528,19.23873,21,"PMM","19_0418",NA
"BMPMMM",93.35485,21.04318,21,"PMM","19_0418",NA
"BPMPPP",129.12953,12.93216,21,"MPP","19_0418",NA
"BMMPPP",125.21126,13.0325,21,"MPP","19_0418",NA
"APMMPP",113.45332,16.20263,21,"MMP","19_0418",NA
"BPPMMM",118.91339,14.3156,21,"PMM","19_0418",NA
"BMMMMP",110.27614,13.99143,21,"MMM","19_0418",NA
"AMMMMP",114.36185,13.09431,21,"MMM","19_0418",NA
"BMPPPM",120.72541,12.29946,21,"PPP","19_0418",NA
"APPPPM",122.0938,11.53972,21,"PPP","19_0418",NA
"APPPMM",120.9869,11.99297,21,"PPM","19_0418",NA
"IPPPPP",118.99457,13.38453,21,"PrPrPr","19_0418",NA
"AMPMPM",119.65763,12.9251,21,"PMP","19_0418",NA
"BMMMMM",113.54776,14.28646,21,"MMM","19_0418",NA
"BPMPMP",113.68682,13.36085,21,"MPM","19_0418",NA
"AMPMPP",119.73526,12.18492,21,"PMP","19_0418",NA
"BPPPPM",119.15484,11.42848,21,"PPP","19_0418",NA
"APMPMM",117.40944,10.29577,21,"MPM","19_0418",NA
"AMMMMP",116.23247,12.69937,21,"MMM","19_0418",NA
"APMPMP",110.78999,11.06208,21,"MPM","19_0418",NA
"IPPPPP",118.17101,11.15077,21,"PrPrPr","19_0418",NA
"BPPMMP",118.44238,12.8357,21,"PMM","19_0418",NA
"AMMMPM",86.85308,17.35203,21,"MMP","19_0418",NA
"BMMMPM",119.512,13.88123,21,"MMP","19_0418",NA
"BPPPMP",119.71814,12.69517,21,"PPM","19_0418",NA
"AMPPPP",126.78511,10.9976,21,"PPP","19_0418",NA
"BMMMMM",127.30588,18.46672,21,"MMM","19_0418",NA
"AMMPMP",123.43025,13.59181,21,"MPM","19_0418",NA
"BMPPMP",122.35185,12.06031,21,"PPM","19_0418",NA
"BPPMPM",119.26116,13.21657,21,"PMP","19_0418",NA
"AMMPPP",119.23659,11.40441,21,"MPP","19_0418",NA
"BMMPMM",115.20909,13.05992,21,"MPM","19_0418",NA
"APMMPM",117.42317,13.40979,21,"MMP","19_0418",NA
"AMMMMM",118.22067,11.70387,21,"MMM","19_0418",NA
"BPPMMM",115.21057,14.84015,21,"PMM","19_0418",NA
"BPMMMP",119.66623,11.43568,21,"MMM","19_0418",NA
"AMPMMP",118.79998,13.9807,21,"PMM","19_0418",NA
"BMPMPM",116.32581,14.08879,21,"PMP","19_0418",NA
"AMMMPM",116.77646,13.16438,21,"MMP","19_0418",NA
"AMPMMM",118.88097,12.15231,21,"PMM","19_0418",NA
"BPMPPM",114.5226,12.85143,21,"MPP","19_0418",NA
"BPPMMM",117.73795,12.24758,21,"PMM","19_0418",NA
"APPPMP",119.33472,9.98237,21,"PPM","19_0418",NA
"AMMPMM",114.91406,11.84394,21,"MPM","19_0418",NA
"BPPPPM",117.83525,11.53853,21,"PPP","19_0418",NA
"BPPMMP",75.09013,17.74513,21,"PMM","19_0418",NA
"AMMMMP",119.36217,11.93068,21,"MMM","19_0418",NA
"APPMPP",119.65997,12.61075,21,"PMP","19_0418",NA
"APMMMP",118.99555,13.69252,21,"MMM","19_0418",NA
"BPPMMP",125.21914,11.77785,21,"PMM","19_0418",NA
"BMPPPM",133.9444,12.20455,21,"PPP","19_0418",NA
"BMPPPP",128.29383,11.36142,21,"PPP","19_0418",NA
"BPPPMM",120.1325,14.20904,21,"PPM","19_0418",NA
"BMMMPM",119.64931,12.53793,21,"MMP","19_0418",NA
"APMPPP",116.37889,12.56915,21,"MPP","19_0418",NA
"APPMMP",114.31523,13.87622,21,"PMM","19_0418",NA
"AMPMPM",117.35246,14.60947,21,"PMP","19_0418",NA
"APMPMM",114.75618,12.93971,21,"MPM","19_0418",NA
"BMMMMP",118.63657,14.44542,21,"MMM","19_0418",NA
"BMPMPM",84.03325,18.07148,21,"PMP","19_0418",NA
"BPMPMP",113.94015,14.07177,21,"MPM","19_0418",NA
"BPMPMP",115.19224,14.17326,21,"MPM","19_0418",NA
"BMPMMM",83.48263,18.03726,21,"PMM","19_0418",NA
"APPPPM",123.58135,11.25175,21,"PPP","19_0418",NA
"AMMPPP",119.06467,12.36999,21,"MPP","19_0418",NA
"AMMMMP",116.68761,13.92955,21,"MMM","19_0418",NA
"APPMPM",119.07106,12.90184,21,"PMP","19_0418",NA
"IPPPPP",121.04396,10.12123,21,"PrPrPr","19_0418",NA
"APMPPP",115.72887,12.30725,21,"MPP","19_0418",NA
"IPPPPP",122.39818,10.1788,21,"PrPrPr","19_0418",NA
"BMPMMM",72.92685,18.2438,21,"PMM","19_0418",NA
"IPPPPP",122.16334,10.02025,21,"PrPrPr","19_0418",NA
"APPPPM",122.64519,11.50972,21,"PPP","19_0418",NA
"IPPPPP",125.82136,11.39013,21,"PrPrPr","19_0418",NA
"BMMMMP",132.64225,13.79712,21,"MMM","19_0418",NA
"BPPMPP",128.66893,12.34094,21,"PMP","19_0418",NA
"APPMPM",122.32244,12.95209,21,"PMP","19_0418",NA
"APMMMM",67.99093,19.80998,21,"MMM","19_0418",NA
"IPMMMP",120.62771,13.53058,21,"MMM","19_0418",NA
"AMMPMM",115.25584,14.37446,21,"MPM","19_0418",NA
"BPPPMP",122.31388,12.49884,21,"PPM","19_0418",NA
"IPPPPP",123.14611,10.60561,21,"PrPrPr","19_0418",NA
"APMPPM",118.03305,12.16491,21,"MPP","19_0418",NA
"IPPPPP",123.76459,11.06427,21,"PrPrPr","19_0418",NA
"APPPPM",123.13008,12.08887,21,"PPP","19_0418",NA
"IPPPPP",124.35815,11.75754,21,"PrPrPr","19_0418",NA
"BMPMPM",120.90977,13.31312,21,"PMP","19_0418",NA
"APPMPP",123.93163,12.07151,21,"PMP","19_0418",NA
"BPMMMP",119.42307,13.34209,21,"MMM","19_0418",NA
"BMPPMP",117.53396,14.67172,21,"PPM","19_0418",NA
"AMMPMP",112.74542,13.79832,21,"MPM","19_0418",NA
"APMPMM",116.88075,11.88624,21,"MPM","19_0418",NA
"IPPPPP",120.07956,12.05408,21,"PrPrPr","19_0418",NA
"AMPMPP",121.90074,11.12725,21,"PMP","19_0418",NA
"AMMMPM",119.79855,12.58274,21,"MMP","19_0418",NA
"BPPPMM",120.61226,12.79384,21,"PPM","19_0418",NA
"AMPMMM",116.96614,15.38598,21,"PMM","19_0418",NA
"APMPMM",122.79036,11.67028,21,"MPM","19_0418",NA
"BPMPMP",131.3026,14.2309,21,"MPM","19_0418",NA
"BPMMPM",124.12053,15.82083,21,"MMP","19_0418",NA
"BPPPMM",120.49718,12.82339,21,"PPM","19_0418",NA
"APPPMP",122.06895,13.4991,21,"PPM","19_0418",NA
"APMMPP",77.55081,20.03287,21,"MMP","19_0418",NA
"BMPMMP",65.48033,20.04965,21,"PMM","19_0418",NA
"AMPMMM",117.13837,13.95845,21,"PMM","19_0418",NA
"AMMPPM",117.0583,13.34798,21,"MPP","19_0418",NA
"BMMPPP",114.25858,13.71949,21,"MPP","19_0418",NA
"AMMMPM",114.59749,13.13092,21,"MMP","19_0418",NA
"APPMMP",118.76324,13.12158,21,"PMM","19_0418",NA
"BPPMMP",117.40327,14.58748,21,"PMM","19_0418",NA
"BPPMMP",112.81237,15.50511,21,"PMM","19_0418",NA
"BPMPPM",118.81521,12.48538,21,"MPP","19_0418",NA
"BMMPPM",116.76694,13.79775,21,"MPP","19_0418",NA
"AMPPMP",120.277,11.70247,21,"PPM","19_0418",NA
"AMMPPM",115.69908,12.93476,21,"MPP","19_0418",NA
"BMMPMP",113.26914,12.78461,21,"MPM","19_0418",NA
"APMPMP",111.81467,12.70206,21,"MPM","19_0418",NA
"AMMMMP",116.03927,13.52033,21,"MMM","19_0418",NA
"BPPMPM",119.14309,12.77088,21,"PMP","19_0418",NA
"APPMPM",120.19919,12.88682,21,"PMP","19_0418",NA
"AMPMPP",120.91285,13.08564,21,"PMP","19_0418",NA
"BPPPPM",125.14095,12.1859,21,"PPP","19_0418",NA
"BMMPMM",128.45678,13.87245,21,"MPM","19_0418",NA
"IPPPPP",125.15288,12.16896,21,"PrPrPr","19_0418",NA
"IPPPPP",121.21489,11.89308,21,"PrPrPr","19_0418",NA
"BPMMPM",119.29831,13.02137,21,"MMP","19_0418",NA
"IMPPPM",124.17531,11.64588,21,"PPP","19_0418",NA
"AMMMMM",107.57371,18.46176,21,"MMM","19_0418",NA
"BPPPMP",120.63749,12.79543,21,"PPM","19_0418",NA
"AMMPMM",110.42858,14.32255,21,"MPM","19_0418",NA
"APMPPP",118.13052,10.94851,21,"MPP","19_0418",NA
"BMMPPM",116.98823,12.25977,21,"MPP","19_0418",NA
"AMMMMP",117.77819,14.0311,21,"MMM","19_0418",NA
"BPPMPP",119.29558,13.74383,21,"PMP","19_0418",NA
"APMPPP",118.32654,14.35711,21,"MPP","19_0418",NA
"APMMMM",64.97485,20.83633,21,"MMM","19_0418",NA
"BMPMPM",95.64557,17.43222,21,"PMP","19_0418",NA
"AMPPPP",118.55985,11.92753,21,"PPP","19_0418",NA
"BPPPMM",118.27337,12.15996,21,"PPM","19_0418",NA
"BMMPMM",113.18201,13.5761,21,"MPM","19_0418",NA
"BMPPMM",117.47507,12.65313,21,"PPM","19_0418",NA
"BPPPPM",119.09075,11.74146,21,"PPP","19_0418",NA
"IPPPPP",119.35042,12.78262,21,"PrPrPr","19_0418",NA
"AMPMPP",118.66515,13.80831,21,"PMP","19_0418",NA
"APMMMM",119.16045,14.16454,21,"MMM","19_0418",NA
"APMMMP",122.13039,14.80682,21,"MMM","19_0418",NA
"AMMMPP",128.93145,13.95049,21,"MMP","19_0418",NA
"BMPPMM",125.17131,12.04261,21,"PPM","19_0418",NA
"BMPMMP",118.08711,13.6014,21,"PMM","19_0418",NA
"APMMMM",115.09205,12.96407,21,"MMM","19_0418",NA
"APPPPM",122.1514,12.36115,21,"PPP","19_0418",NA
"APMMPP",80.34824,20.83879,21,"MMP","19_0418",NA
"BPMPMP",115.83983,13.7139,21,"MPM","19_0418",NA
"BMPPPP",121.47892,10.60839,21,"PPP","19_0418",NA
"AMMMPM",118.22651,15.34088,21,"MMP","19_0418",NA
"AMMMPM",88.38401,19.77136,21,"MMP","19_0418",NA
"BMPPPM",121.29877,11.82116,21,"PPP","19_0418",NA
"BPPPMM",120.4345,12.95634,21,"PPM","19_0418",NA
"BMMPPP",117.44687,14.56107,21,"MPP","19_0418",NA
"AMPMMP",87.14968,19.46528,21,"PMM","19_0418",NA
"APPMMM",118.85263,13.15987,21,"PMM","19_0418",NA
"BPMPPP",119.18196,10.28839,21,"MPP","19_0418",NA
"APMMMP",116.46594,13.57391,21,"MMM","19_0418",NA
"BPMMMP",113.13196,13.87235,21,"MMM","19_0418",NA
"APMMPM",116.49211,12.43048,21,"MMP","19_0418",NA
"BPPMPM",117.34535,12.76349,21,"PMP","19_0418",NA
"BMMMPM",117.63674,13.1327,21,"MMP","19_0418",NA
"AMMPPP",117.56194,11.0597,21,"MPP","19_0418",NA
"BPPPMP",118.86128,12.31483,21,"PPM","19_0418",NA
"AMPPMM",122.26729,13.13791,21,"PPM","19_0418",NA
"AMPPMP",127.71455,12.6844,21,"PPM","19_0418",NA
"APMMPM",121.96851,12.27029,21,"MMP","19_0418",NA
"AMPPMM",117.90656,11.50049,21,"PPM","19_0418",NA
"BPMPMP",115.80957,12.1497,21,"MPM","19_0418",NA
"APMMPP",119.8948,13.82328,21,"MMP","19_0418",NA
"BMPPMP",120.11737,12.88584,21,"PPM","19_0418",NA
"BMPMMP",117.98109,13.62276,21,"PMM","19_0418",NA
"BPMPMM",117.56346,12.50294,21,"MPM","19_0418",NA
"BPMPPM",121.0638,13.17298,21,"MPP","19_0418",NA
"BMMMPM",109.9214,19.26767,21,"MMP","19_0418",NA
"BMPMPM",122.10468,12.88033,21,"PMP","19_0418",NA
"APPPMP",120.97287,12.77321,21,"PPM","19_0418",NA
"BPPPPM",118.64404,11.57968,21,"PPP","19_0418",NA
"BPPMPP",119.3146,13.00856,21,"PMP","19_0418",NA
"APMPMP",115.51532,12.26096,21,"MPM","19_0418",NA
"IPPPPP",117.73715,12.27665,21,"PrPrPr","19_0418",NA
"AMMMMP",117.6625,13.60645,21,"MMM","19_0418",NA
"AMMPMM",114.71302,13.9552,21,"MPM","19_0418",NA
"BMPMPP",117.14175,12.19553,21,"PMP","19_0418",NA
"APMMMM",114.58193,13.05059,21,"MMM","19_0418",NA
"AMPPMM",116.4985,12.23387,21,"PPM","19_0418",NA
"BMPMMP",116.14551,13.58278,21,"PMM","19_0418",NA
"APMMMM",117.03447,12.13557,21,"MMM","19_0418",NA
"IPPPPP",119.8198,11.91577,21,"PrPrPr","19_0418",NA
"BPMPPP",123.27911,12.44573,21,"MPP","19_0418",NA
"APPMPM",117.66732,14.62742,21,"PMP","19_0418",NA
"BPPMMP",114.97299,14.66917,21,"PMM","19_0418",NA
"BMMMPP",118.85311,12.93034,21,"MMP","19_0418",NA
"AMMPPM",118.44177,12.98177,21,"MPP","19_0418",NA
"APMPMP",115.38108,12.86873,21,"MPM","19_0418",NA
"BMMMMM",115.13858,14.56655,21,"MMM","19_0418",NA
"BMPPMM",115.0063,12.46494,21,"PPM","19_0418",NA
"IPPPPP",115.94443,12.92175,21,"PrPrPr","19_0418",NA
"AMPMMM",118.11924,14.38323,21,"PMM","19_0418",NA
"AMMMMM",105.07705,20.47168,21,"MMM","19_0418",NA
"BPMMPP",112.63775,18.80579,21,"MMP","19_0418",NA
"BMMPPP",115.06994,14.54805,21,"MPP","19_0418",NA
"BPPMMM",116.24697,12.33314,21,"PMM","19_0418",NA
"AMPMPM",118.49956,11.37885,21,"PMP","19_0418",NA
"AMMPPP",117.9943,11.18162,21,"MPP","19_0418",NA
"BPPMMM",108.94328,19.50736,21,"PMM","19_0418",NA
"BPMMPM",120.39892,12.99358,21,"MMP","19_0418",NA
"BPPMPM",112.72019,17.41065,21,"PMP","19_0418",NA
"AMPPMP",116.85211,11.63312,21,"PPM","19_0418",NA
"BMMPPP",111.53854,10.94053,21,"MPP","19_0418",NA
"BPPMMP",109.19515,18.31396,21,"PMM","19_0418",NA
"APMMMP",115.00598,12.54829,21,"MMM","19_0418",NA
"AMMPPM",111.45112,9.72392,21,"MPP","19_0418",NA
"AMPPMM",112.171,9.35375,21,"PPM","19_0418",NA
"BMMPPM",118.86487,15.96763,21,"MPP","19_0418",NA
"BPPPMM",114.01493,13.61568,21,"PPM","19_0418",NA
"BMPMMP",115.84644,13.40751,21,"PMM","19_0418",NA
"AMMPMP",114.81259,13.45774,21,"MPM","19_0418",NA
"APPMPP",113.93711,15.21515,21,"PMP","19_0418",NA
"BMPMPM",114.57328,15.44164,21,"PMP","19_0418",NA
"APMPMM",114.22572,13.61895,21,"MPM","19_0418",NA
"APMMPP",119.41348,14.21359,21,"MMP","19_0418",NA
"AMMMPP",97.59104,20.51084,21,"MMP","19_0418",NA
"AMPPMM",122.76894,12.83003,21,"PPM","19_0418",NA
"BPPMPM",118.59904,14.17485,21,"PMP","19_0418",NA
"AMMMPP",118.88108,14.72483,21,"MMP","19_0418",NA
"APPPMM",117.11019,12.88127,21,"PPM","19_0418",NA
"BPPMMM",117.10395,14.12821,21,"PMM","19_0418",NA
"BMMPMP",113.93158,14.12053,21,"MPM","19_0418",NA
